,Constant Term,crim^1,rooms^1,dis^1,age^1,nox^1,indus^1,ptratio^1,zn^1,lstat^1,tax^2,tax^1 x crim^1,tax^1 x rooms^1,tax^1 x dis^1,tax^1 x age^1,tax^1 x nox^1,tax^1 x indus^1,tax^1 x ptratio^1,tax^1 x zn^1,tax^1 x lstat^1,crim^2,crim^1 x rooms^1,crim^1 x dis^1,crim^1 x age^1,crim^1 x nox^1,crim^1 x indus^1,crim^1 x ptratio^1,crim^1 x zn^1,crim^1 x lstat^1,rooms^2,rooms^1 x dis^1,rooms^1 x age^1,rooms^1 x nox^1,rooms^1 x indus^1,rooms^1 x ptratio^1,rooms^1 x zn^1,rooms^1 x lstat^1,dis^2,dis^1 x age^1,dis^1 x nox^1,dis^1 x indus^1,dis^1 x ptratio^1,dis^1 x zn^1,dis^1 x lstat^1,age^2,age^1 x nox^1,age^1 x indus^1,age^1 x ptratio^1,age^1 x zn^1,age^1 x lstat^1,nox^2,nox^1 x indus^1,nox^1 x ptratio^1,nox^1 x zn^1,nox^1 x lstat^1,indus^2,indus^1 x ptratio^1,indus^1 x zn^1,indus^1 x lstat^1,ptratio^2,ptratio^1 x zn^1,ptratio^1 x lstat^1,zn^2,zn^1 x lstat^1,lstat^2,chas,rad,neighborhood (group)_GroupB,neighborhood (group)_GroupC,neighborhood (group)_GroupD,neighborhood (group)_GroupE,neighborhood (group)_GroupF,neighborhood (group)_GroupG
405,666.0,67.9208,5.683,1.4254,100.0,0.693,18.1,20.2,0.0,22.98,443556.0,45235.2528,3784.8779999999997,949.3164,66600.0,461.53799999999995,12054.6,13453.199999999999,0.0,15304.68,4613.23507264,385.9939064,96.81430832,6792.08,47.0691144,1229.3664800000001,1372.00016,0.0,1560.819984,32.296489,8.1005482,568.3,3.9383189999999995,102.8623,114.7966,0.0,130.59534,2.03176516,142.54,0.9878022,25.799740000000003,28.79308,0.0,32.755692,10000.0,69.3,1810.0000000000002,2020.0,0.0,2298.0,0.4802489999999999,12.5433,13.998599999999998,0.0,15.925139999999999,327.61000000000007,365.62,0.0,415.93800000000005,408.03999999999996,0.0,464.19599999999997,0.0,0.0,528.0804,0,24,0,0,0,0,1,0
58,284.0,0.15445,6.145,7.8148,29.2,0.45299999999999996,5.13,19.7,25.0,6.86,80656.0,43.8638,1745.1799999999998,2219.4032,8292.8,128.652,1456.92,5594.8,7100.0,1948.24,0.0238548025,0.94909525,1.20699586,4.50994,0.06996585,0.7923285,3.042665,3.86125,1.059527,37.761025,48.021946,179.43399999999997,2.7836849999999997,31.523849999999996,121.05649999999999,153.625,42.1547,61.07109904,228.19216,3.5401043999999997,40.089923999999996,153.95156,195.37,53.609528000000005,852.64,13.227599999999999,149.796,575.24,730.0,200.312,0.20520899999999997,2.3238899999999996,8.9241,11.325,3.10758,26.3169,101.06099999999999,128.25,35.1918,388.09,492.5,135.142,625.0,171.5,47.0596,0,8,0,0,0,0,0,0
484,666.0,2.37857,5.871,3.7239999999999998,41.9,0.583,18.1,20.2,0.0,13.34,443556.0,1584.12762,3910.0860000000002,2480.1839999999997,27905.399999999998,388.27799999999996,12054.6,13453.199999999999,0.0,8884.44,5.6575952448999995,13.96458447,8.85779468,99.662083,1.3867063099999999,43.052117,48.04711399999999,0.0,31.730123799999998,34.468641000000005,21.863604,245.9949,3.422793,106.26510000000002,118.5942,0.0,78.31914,13.868175999999998,156.0356,2.171092,67.4044,75.22479999999999,0.0,49.67816,1755.61,24.427699999999998,758.39,846.38,0.0,558.946,0.33988899999999994,10.5523,11.776599999999998,0.0,7.77722,327.61000000000007,365.62,0.0,241.454,408.03999999999996,0.0,269.46799999999996,0.0,0.0,177.9556,0,24,0,0,0,0,0,0
350,335.0,0.062110000000000005,6.49,8.7921,44.4,0.429,1.25,19.7,40.0,5.98,112225.0,20.80685,2174.15,2945.3534999999997,14874.0,143.715,418.75,6599.5,13400.0,2003.3000000000002,0.0038576521000000005,0.40309390000000006,0.546077331,2.7576840000000002,0.026645190000000003,0.07763750000000001,1.223567,2.4844000000000004,0.3714178000000001,42.1201,57.060729,288.156,2.78421,8.1125,127.853,259.6,38.8102,77.30102240999999,390.36924,3.7718108999999997,10.990124999999999,173.20436999999998,351.68399999999997,52.576758,1971.36,19.0476,55.5,874.68,1776.0,265.512,0.18404099999999998,0.53625,8.4513,17.16,2.56542,1.5625,24.625,50.0,7.4750000000000005,388.09,788.0,117.806,1600.0,239.20000000000002,35.760400000000004,0,1,1,0,0,0,0,0
59,284.0,0.10328,5.9270000000000005,6.932,47.2,0.45299999999999996,5.13,19.7,25.0,9.22,80656.0,29.331519999999998,1683.268,1968.688,13404.800000000001,128.652,1456.92,5594.8,7100.0,2618.48,0.010666758399999999,0.6121405600000001,0.7159369600000001,4.874816,0.046785839999999995,0.5298263999999999,2.0346159999999998,2.582,0.9522416,35.129329000000006,41.085964000000004,279.75440000000003,2.684931,30.405510000000003,116.76190000000001,148.175,54.64694000000001,48.05262400000001,327.1904,3.140196,35.56116,136.56040000000002,173.3,63.91304000000001,2227.84,21.3816,242.136,929.84,1180.0,435.1840000000001,0.20520899999999997,2.3238899999999996,8.9241,11.325,4.17666,26.3169,101.06099999999999,128.25,47.2986,388.09,492.5,181.63400000000001,625.0,230.50000000000003,85.00840000000001,0,8,0,0,0,0,0,0
448,666.0,9.329089999999999,6.185,2.2616,98.7,0.713,18.1,20.2,0.0,18.13,443556.0,6213.17394,4119.21,1506.2256,65734.2,474.858,12054.6,13453.199999999999,0.0,12074.58,87.03192022809998,57.70042164999999,21.098669943999997,920.7811829999999,6.651641169999999,168.856529,188.44761799999998,0.0,169.13640169999996,38.254225,13.987995999999999,610.4594999999999,4.409904999999999,111.9485,124.93699999999998,0.0,112.13404999999999,5.11483456,223.21992,1.6125208,40.934960000000004,45.68432,0.0,41.002808,9741.69,70.3731,1786.4700000000003,1993.74,0.0,1789.431,0.508369,12.9053,14.4026,0.0,12.926689999999999,327.61000000000007,365.62,0.0,328.153,408.03999999999996,0.0,366.22599999999994,0.0,0.0,328.69689999999997,0,24,0,0,0,0,1,0
39,252.0,0.027630000000000002,6.595,5.4011,21.8,0.428,2.95,18.3,75.0,4.32,63504.0,6.96276,1661.9399999999998,1361.0772,5493.6,107.856,743.4000000000001,4611.6,18900.0,1088.64,0.0007634169000000001,0.18221985000000002,0.149232393,0.602334,0.01182564,0.08150850000000001,0.5056290000000001,2.07225,0.11936160000000001,43.49402499999999,35.620254499999994,143.771,2.82266,19.45525,120.6885,494.625,28.4904,29.171881209999995,117.74398,2.3116708,15.933245,98.84013,405.0825,23.332752,475.24,9.330400000000001,64.31,398.94000000000005,1635.0,94.17600000000002,0.18318399999999999,1.2626,7.8324,32.1,1.8489600000000002,8.7025,53.98500000000001,221.25,12.744000000000002,334.89000000000004,1372.5,79.05600000000001,5625.0,324.0,18.6624,0,3,0,1,0,0,0,0
261,264.0,0.5341199999999999,7.52,2.1398,89.4,0.647,3.97,13.0,20.0,7.26,69696.0,141.00768,1985.28,564.9072,23601.600000000002,170.808,1048.0800000000002,3432.0,5280.0,1916.6399999999999,0.2852841743999999,4.016582399999999,1.1429099759999999,47.750327999999996,0.34557563999999996,2.1204563999999997,6.943559999999999,10.682399999999998,3.8777111999999994,56.550399999999996,16.091296,672.288,4.8654399999999995,29.8544,97.75999999999999,150.39999999999998,54.5952,4.578744040000001,191.29812,1.3844506,8.495006000000002,27.817400000000003,42.79600000000001,15.534948,7992.360000000001,57.841800000000006,354.91800000000006,1162.2,1788.0,649.044,0.418609,2.5685900000000004,8.411,12.940000000000001,4.69722,15.760900000000001,51.61,79.4,28.822200000000002,169.0,260.0,94.38,400.0,145.2,52.7076,0,5,0,1,0,0,0,0
470,666.0,4.34879,6.167000000000001,3.0334,84.0,0.58,18.1,20.2,0.0,16.29,443556.0,2896.29414,4107.222000000001,2020.2443999999998,55944.0,386.28,12054.6,13453.199999999999,0.0,10849.14,18.911974464100002,26.818987930000002,13.191619586,365.29836,2.5222982,78.71309900000001,87.845558,0.0,70.8417891,38.03188900000001,18.7069778,518.028,3.5768600000000004,111.62270000000002,124.5734,0.0,100.46043,9.201515559999999,254.8056,1.7593719999999997,54.904540000000004,61.27468,0.0,49.414086,7056.0,48.72,1520.4,1696.8,0.0,1368.36,0.3364,10.498,11.716,0.0,9.448199999999998,327.61000000000007,365.62,0.0,294.849,408.03999999999996,0.0,329.058,0.0,0.0,265.36409999999995,0,24,0,0,0,0,0,0
25,307.0,0.84054,5.599,4.4546,85.7,0.5379999999999999,8.14,21.0,0.0,16.51,94249.0,258.04578,1718.893,1367.5622,26309.9,165.16599999999997,2498.98,6447.0,0.0,5068.570000000001,0.7065074915999999,4.70618346,3.7442694839999997,72.034278,0.4522105199999999,6.8419956,17.651339999999998,0.0,13.8773154,31.348801,24.9413054,479.83430000000004,3.0122619999999998,45.575860000000006,117.57900000000001,0.0,92.43949,19.84346116,381.75922,2.3965748,36.26044400000001,93.5466,0.0,73.54544600000001,7344.490000000001,46.10659999999999,697.5980000000001,1799.7,0.0,1414.9070000000002,0.2894439999999999,4.37932,11.297999999999998,0.0,8.88238,66.2596,170.94,0.0,134.39140000000003,441.0,0.0,346.71000000000004,0.0,0.0,272.5801000000001,0,4,0,0,0,1,0,0
288,293.0,0.0459,6.315,7.3172,45.6,0.405,5.32,16.6,52.5,7.6,85849.0,13.4487,1850.295,2143.9395999999997,13360.800000000001,118.665,1558.76,4863.8,15382.5,2226.7999999999997,0.00210681,0.2898585,0.33585948,2.0930400000000002,0.018589500000000002,0.24418800000000004,0.7619400000000002,2.4097500000000003,0.34884,39.879225000000005,46.208118,287.964,2.5575750000000004,33.595800000000004,104.82900000000002,331.5375,47.994,53.54141584,333.66432,2.963466,38.927504,121.46552000000001,384.15299999999996,55.61071999999999,2079.36,18.468000000000004,242.592,756.96,2394.0,346.56,0.16402500000000003,2.1546000000000003,6.723000000000001,21.262500000000003,3.078,28.302400000000002,88.31200000000001,279.3,40.432,275.56000000000006,871.5000000000001,126.16000000000001,2756.25,399.0,57.76,0,6,1,0,0,0,0,0
433,666.0,5.5810699999999995,6.436,2.3158,87.9,0.713,18.1,20.2,0.0,16.22,443556.0,3716.9926199999995,4286.376,1542.3228,58541.4,474.858,12054.6,13453.199999999999,0.0,10802.519999999999,31.148342344899994,35.919766519999996,12.924641905999998,490.576053,3.9793029099999995,101.017367,112.737614,0.0,90.52495539999998,41.422095999999996,14.9044888,565.7244000000001,4.588868,116.4916,130.00719999999998,0.0,104.39191999999998,5.362929639999999,203.55882,1.6511653999999998,41.91598,46.77916,0.0,37.562276,7726.410000000001,62.6727,1590.9900000000002,1775.5800000000002,0.0,1425.738,0.508369,12.9053,14.4026,0.0,11.56486,327.61000000000007,365.62,0.0,293.582,408.03999999999996,0.0,327.64399999999995,0.0,0.0,263.0884,0,24,0,0,0,0,1,0
84,247.0,0.050589999999999996,6.388999999999999,4.7794,48.0,0.449,4.49,18.5,0.0,9.62,61009.0,12.495729999999998,1578.0829999999999,1180.5118,11856.0,110.903,1109.03,4569.5,0.0,2376.14,0.0025593480999999995,0.32321950999999993,0.24178984599999997,2.42832,0.022714909999999998,0.2271491,0.9359149999999999,0.0,0.48667579999999994,40.819320999999995,30.535586599999995,306.67199999999997,2.868661,28.686609999999998,118.19649999999999,0.0,61.46217999999999,22.842664359999997,229.4112,2.1459506,21.459506,88.4189,0.0,45.977827999999995,2304.0,21.552,215.52,888.0,0.0,461.76,0.201601,2.01601,8.3065,0.0,4.31938,20.160100000000003,83.065,0.0,43.193799999999996,342.25,0.0,177.97,0.0,0.0,92.54439999999998,0,3,1,0,0,0,0,0
